user_id,total_votes,unique_days,first_vote,last_vote,active_days,cohort_day,retention_day8,ret_group,ret_group_over,ret_group_under,gender,group_id,school_id,grade,total_votes_received,opposite_votes_received,opposite_vote_ratio,same_gender_votes_received
850554,293,7,2023-04-29,2023-05-07,8,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,603.0,271.0,2.0,191,98,0.5130890052356021,93
850556,110,6,2023-04-29,2023-05-05,6,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3939.0,271.0,2.0,234,61,0.2606837606837607,173
850574,185,8,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3944.0,271.0,2.0,450,139,0.3088888888888889,311
850582,468,11,2023-04-29,2023-05-09,10,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3940.0,271.0,2.0,48,4,0.08333333333333333,44
850601,369,13,2023-04-29,2023-05-19,20,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,233.0,271.0,1.0,198,73,0.3686868686868687,125
850606,97,5,2023-04-29,2023-05-03,4,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3966.0,271.0,2.0,170,6,0.03529411764705882,164
850610,231,9,2023-04-29,2023-05-18,19,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3959.0,271.0,2.0,263,136,0.5171102661596958,127
850615,427,8,2023-04-29,2023-05-07,8,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,4127.0,271.0,1.0,525,240,0.45714285714285713,285
850633,344,17,2023-04-29,2023-05-21,22,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3946.0,271.0,2.0,236,34,0.1440677966101695,202
850668,132,7,2023-04-29,2023-05-19,20,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3947.0,271.0,2.0,234,95,0.405982905982906,139
850695,80,2,2023-04-29,2023-04-30,1,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,757.0,271.0,2.0,245,109,0.4448979591836735,136
850699,492,17,2023-04-29,2023-05-17,18,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3939.0,271.0,2.0,319,127,0.3981191222570533,192
850710,267,12,2023-04-29,2023-05-24,25,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,4048.0,271.0,2.0,394,223,0.565989847715736,171
